id,duration,time,unique_id,method,endpoint,params,class
1,0.051875586999813095,2026-06-11 10:08:44,,GET,/ad,"{'recruiter': 'hotair', 'assignmentId': 'ZMZ2EN', 'hitId': 'N0MNH7', 'workerId': 'RZY104', 'mode': 'debug'}",Request
2,0.03249606100143865,2026-06-11 10:08:52,,GET,/consent,"{'recruiter': 'hotair', 'assignmentId': 'ZMZ2EN', 'hitId': 'N0MNH7', 'workerId': 'RZY104', 'mode': 'debug'}",Request
3,0.013003510997805279,2026-06-11 10:09:00,,GET,/start,"{'recruiter': 'hotair', 'assignmentId': 'ZMZ2EN', 'hitId': 'N0MNH7', 'workerId': 'RZY104', 'mode': 'debug'}",Request
4,0.14183866700113867,2026-06-11 10:09:00,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
5,0.0982879370021692,2026-06-11 10:09:09,,POST,/response,{},Request
6,0.13854083700061892,2026-06-11 10:09:09,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
7,0.07675539199772174,2026-06-11 10:09:25,,POST,/response,{},Request
8,0.130277180000121,2026-06-11 10:09:25,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
9,0.056900170999142574,2026-06-11 10:09:57,,POST,/response,{},Request
10,0.11900236400106223,2026-06-11 10:09:57,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
11,0.05086186900007306,2026-06-11 10:10:12,,POST,/response,{},Request
12,0.12066434399821446,2026-06-11 10:10:12,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
13,0.05791710899939062,2026-06-11 10:10:26,,POST,/response,{},Request
14,0.11587639799836325,2026-06-11 10:10:27,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
15,0.042567548000079114,2026-06-11 10:10:41,,POST,/response,{},Request
16,0.11021479199916939,2026-06-11 10:10:41,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
17,0.04698686399933649,2026-06-11 10:10:57,,POST,/response,{},Request
18,0.11484594400099013,2026-06-11 10:10:57,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
19,0.05035914800100727,2026-06-11 10:11:14,,POST,/response,{},Request
20,0.11051049600064289,2026-06-11 10:11:14,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
21,0.020170337997114984,2026-06-11 10:11:41,,POST,/response,{},Request
22,0.11358965199906379,2026-06-11 10:11:41,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
23,0.016850060001161182,2026-06-11 10:12:05,,POST,/response,{},Request
24,0.11053763900054037,2026-06-11 10:12:05,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
25,0.01700926700141281,2026-06-11 10:12:29,,POST,/response,{},Request
26,0.11250464099794044,2026-06-11 10:12:29,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
27,0.022325235997413984,2026-06-11 10:12:55,,POST,/response,{},Request
28,0.1105659899985767,2026-06-11 10:12:55,RZY104:ZMZ2EN,GET,/timeline,{'unique_id': 'RZY104:ZMZ2EN'},Request
